"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"15",1721740101601,"23/07/2024 13:08:21",1721743701601,1,"23/07/2024 15:08:21",180348,2,"task-7hcp",NA,39147766,11486639,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1351x673",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM65569"
"1",1720526670226,"09/07/2024 12:04:30",1720530270226,1,"09/07/2024 14:04:30",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM96648"
"2",1720526720842,"09/07/2024 12:05:20",1720530320842,1,"09/07/2024 14:05:20",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",50632.948,50615.648,50632.948,50632.948,50615.648,50632.948,1,50632.948,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM96648"
"3",1720526720845,"09/07/2024 12:05:20",1720530320845,1,"09/07/2024 14:05:20",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",7293.348,50615.648,50632.948,7293.348,50615.648,50632.948,1,7293.348,43339.6,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM96648"
"4",1720526720845,"09/07/2024 12:05:20",1720530320845,1,"09/07/2024 14:05:20",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",24582.848,50615.648,50632.948,24582.848,50615.648,50632.948,1,24582.848,26050.1,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM96648"
"5",1720526769814,"09/07/2024 12:06:09",1720530369814,1,"09/07/2024 14:06:09",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",48996.7,48984.2,48996.7,48996.7,48984.2,48996.7,1,48996.7,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM96648"
"6",1720526769818,"09/07/2024 12:06:09",1720530369818,1,"09/07/2024 14:06:09",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","1",3597,48984.2,49000.7999999046,3597,48984.2,49000.7999999046,1,3597,45403.7999999046,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM96648"
"7",1720526769818,"09/07/2024 12:06:09",1720530369818,1,"09/07/2024 14:06:09",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","8",27947.4,48984.2,49001.4999999523,27947.4,48984.2,49001.4999999523,1,27947.4,21054.0999999523,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM96648"
"8",1720526778340,"09/07/2024 12:06:18",1720530378340,1,"09/07/2024 14:06:18",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",8538.59999990463,8527.7,8538.59999990463,8538.59999990463,8527.7,8538.59999990463,1,8538.59999990463,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM96648"
"9",1720526778340,"09/07/2024 12:06:18",1720530378340,1,"09/07/2024 14:06:18",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",3297.8,8527.7,8539.40000009537,3297.8,8527.7,8539.40000009537,1,3297.8,5241.60000009536,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM96648"
"10",1720526778341,"09/07/2024 12:06:18",1720530378341,1,"09/07/2024 14:06:18",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",6979,8527.7,8540,6979,8527.7,8540,1,6979,1561,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM96648"
"11",1720526801895,"09/07/2024 12:06:41",1720530401895,1,"09/07/2024 14:06:41",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",23567.0000000477,23551,23567.0000000477,23567.0000000477,23551,23567.0000000477,1,23567.0000000477,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM96648"
"12",1720526801900,"09/07/2024 12:06:41",1720530401900,1,"09/07/2024 14:06:41",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",16804.9,23551,23568.7,16804.9,23551,23568.7,1,16804.9,6763.80000000002,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM96648"
"13",1720526801901,"09/07/2024 12:06:41",1720530401901,1,"09/07/2024 14:06:41",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",17454.6,23551,23568.7,17454.6,23551,23568.7,1,17454.6,6114.10000000002,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM96648"
"14",1720526801901,"09/07/2024 12:06:41",1720530401901,1,"09/07/2024 14:06:41",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",18670.3,23551,23568.7,18670.3,23551,23568.7,1,18670.3,4898.40000000002,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM96648"
"15",1720526801909,"09/07/2024 12:06:41",1720530401909,1,"09/07/2024 14:06:41",180348,2,"task-7hcp",NA,38832630,11394042,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x722",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM96648"
"1",1720018970569,"03/07/2024 15:02:50",1720022570569,1,"03/07/2024 17:02:50",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM20104"
"2",1720018994667,"03/07/2024 15:03:14",1720022594667,1,"03/07/2024 17:03:14",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",24117.3439999762,24100.744,24117.3439999762,24117.3439999762,24100.744,24117.3439999762,1,24117.3439999762,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM20104"
"3",1720018994668,"03/07/2024 15:03:14",1720022594668,1,"03/07/2024 17:03:14",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",13933.744,24100.744,24119.0439999642,13933.744,24100.744,24119.0439999642,1,13933.744,10185.2999999642,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM20104"
"4",1720018994668,"03/07/2024 15:03:14",1720022594668,1,"03/07/2024 17:03:14",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",18933.544,24100.744,24119.3439999762,18933.544,24100.744,24119.3439999762,1,18933.544,5185.79999997616,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM20104"
"5",1720019022129,"03/07/2024 15:03:42",1720022622129,1,"03/07/2024 17:03:42",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",27480.4999999523,27467.6,27480.4999999523,27480.4999999523,27467.6,27480.4999999523,1,27480.4999999523,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM20104"
"6",1720019022132,"03/07/2024 15:03:42",1720022622132,1,"03/07/2024 17:03:42",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","0",7367,27467.6,27482.7999999642,7367,27467.6,27482.7999999642,1,7367,20115.7999999642,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM20104"
"7",1720019022132,"03/07/2024 15:03:42",1720022622132,1,"03/07/2024 17:03:42",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","8",13367.1,27467.6,27483.0999999762,13367.1,27467.6,27483.0999999762,1,13367.1,14115.9999999762,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM20104"
"8",1720019044481,"03/07/2024 15:04:04",1720022644481,1,"03/07/2024 17:04:04",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",22365.4999999762,22334.1,22365.4999999762,22365.4999999762,22334.1,22365.4999999762,1,22365.4999999762,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM20104"
"9",1720019044484,"03/07/2024 15:04:04",1720022644484,1,"03/07/2024 17:04:04",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",9000.3,22334.1,22367.5,9000.3,22334.1,22367.5,1,9000.3,13367.2,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM20104"
"10",1720019044484,"03/07/2024 15:04:04",1720022644484,1,"03/07/2024 17:04:04",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",17399.7,22334.1,22367.5,17399.7,22334.1,22367.5,1,17399.7,4967.79999999999,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM20104"
"11",1720019079229,"03/07/2024 15:04:39",1720022679229,1,"03/07/2024 17:04:39",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",34781.1999999881,34767.8,34781.1999999881,34781.1999999881,34767.8,34781.1999999881,1,34781.1999999881,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM20104"
"12",1720019079231,"03/07/2024 15:04:39",1720022679231,1,"03/07/2024 17:04:39",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",7233.5,34767.8,34783.0999999642,7233.5,34767.8,34783.0999999642,1,7233.5,27549.5999999642,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM20104"
"13",1720019079231,"03/07/2024 15:04:39",1720022679231,1,"03/07/2024 17:04:39",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",13533.7,34767.8,34783.2999999523,13533.7,34767.8,34783.2999999523,1,13533.7,21249.5999999523,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM20104"
"14",1720019079231,"03/07/2024 15:04:39",1720022679231,1,"03/07/2024 17:04:39",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",20434,34767.8,34783.5999999642,20434,34767.8,34783.5999999642,1,20434,14349.5999999642,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM20104"
"15",1720019079236,"03/07/2024 15:04:39",1720022679236,1,"03/07/2024 17:04:39",180348,2,"task-7hcp",NA,38733112,11367090,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM20104"
"1",1719922482927,"02/07/2024 12:14:42",1719926082927,1,"02/07/2024 14:14:42",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM16544"
"2",1719922503000,"02/07/2024 12:15:03",1719926103000,1,"02/07/2024 14:15:03",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",20083.3,20066.7,20083.3,20083.3,20066.7,20083.3,1,20083.3,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM16544"
"3",1719922503003,"02/07/2024 12:15:03",1719926103003,1,"02/07/2024 14:15:03",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",12716.8,20066.7,20083.3,12716.8,20066.7,20083.3,1,12716.8,7366.5,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM16544"
"4",1719922503003,"02/07/2024 12:15:03",1719926103003,1,"02/07/2024 14:15:03",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",18866.8,20066.7,20083.3,18866.8,20066.7,20083.3,1,18866.8,1216.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM16544"
"5",1719922511993,"02/07/2024 12:15:11",1719926111993,1,"02/07/2024 14:15:11",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",9012.49999999702,9000.1,9012.49999999702,9012.49999999702,9000.1,9012.49999999702,1,9012.49999999702,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM16544"
"6",1719922511994,"02/07/2024 12:15:11",1719926111994,1,"02/07/2024 14:15:11",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","4",3266.1,9000.1,9013.29999999404,3266.1,9000.1,9013.29999999404,1,3266.1,5747.19999999404,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM16544"
"7",1719922511994,"02/07/2024 12:15:11",1719926111994,1,"02/07/2024 14:15:11",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","4",8083.5,9000.1,9013.7,8083.5,9000.1,9013.7,1,8083.5,930.200000000001,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM16544"
"8",1719922527242,"02/07/2024 12:15:27",1719926127242,1,"02/07/2024 14:15:27",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",15261.4999999911,15250,15261.4999999911,15261.4999999911,15250,15261.4999999911,1,15261.4999999911,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM16544"
"9",1719922527245,"02/07/2024 12:15:27",1719926127245,1,"02/07/2024 14:15:27",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",7183.3,15250,15264.800000003,7183.3,15250,15264.800000003,1,7183.3,8081.50000000298,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM16544"
"10",1719922527246,"02/07/2024 12:15:27",1719926127246,1,"02/07/2024 14:15:27",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","7",14450,15250,15265.199999994,14450,15250,15265.199999994,1,14450,815.199999994038,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM16544"
"11",1719922546942,"02/07/2024 12:15:46",1719926146942,1,"02/07/2024 14:15:46",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",19711.300000003,19700.1,19711.300000003,19711.300000003,19700.1,19711.300000003,1,19711.300000003,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM16544"
"12",1719922546945,"02/07/2024 12:15:46",1719926146945,1,"02/07/2024 14:15:46",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","5",9916.7,19700.1,19714.300000003,9916.7,19700.1,19714.300000003,1,9916.7,9797.60000000298,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM16544"
"13",1719922546945,"02/07/2024 12:15:46",1719926146945,1,"02/07/2024 14:15:46",180348,2,"task-7hcp",NA,38675635,11355075,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",15966.7,19700.1,19714.6,15966.7,19700.1,19714.6,1,15966.7,3747.9,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM16544"
